Source_id,Source,Target_id,Target,weight
8130,CAMDEN,8500,CHARLESTON,2
8130,CAMDEN,8530,SAVANNAH,13
8130,CAMDEN,8630,PORT EVERGLADES,1
8130,CAMDEN,8670,TAMPA,5
8130,CAMDEN,8780,PASCAGOULA,1
8130,CAMDEN,8920,ST ROSE,2
8130,CAMDEN,8930,RESERVE,1
8130,CAMDEN,8940,DESTREHAN,1
8130,CAMDEN,9080,PORT ARTHUR,1
8130,CAMDEN,9150,GALVESTON,1
8130,CAMDEN,9240,HOUSTON,4
8130,CAMDEN,9250,FREEPORT,1
8130,CAMDEN,9340,BROWNSVILLE,1
8150,BRISTOL,7180,PORTSMOUTH,1
8150,BRISTOL,8070,MARCUS HOOK,2
8150,BRISTOL,8210,BALTIMORE,3
8150,BRISTOL,8300,NEWPORT NEWS,1
8170,OCEAN CITY,8020,ATLANTIC CITY,1
8210,BALTIMORE,3050,HAMILTON,1
8210,BALTIMORE,3170,OSWEGO,1
8210,BALTIMORE,3470,ASHTABULA,1
8210,BALTIMORE,3560,TOLEDO,1
8210,BALTIMORE,4400,BAY CITY,1
8210,BALTIMORE,4560,SAULT STE MARIE,1
8210,BALTIMORE,6600,EASTPORT,3
8210,BALTIMORE,7180,PORTSMOUTH,2
8210,BALTIMORE,7400,FALL RIVER,1
8210,BALTIMORE,7420,PROVIDENCE,9
8210,BALTIMORE,7440,DAVISVILLE DEPOT,8
8210,BALTIMORE,7630,BROOKLYN,1
8210,BALTIMORE,7650,YONKERS,1
8210,BALTIMORE,7790,BAYONNE,11
8210,BALTIMORE,7810,NEWARK,47
8210,BALTIMORE,7830,STAPLETON SI,2
8210,BALTIMORE,7870,GULFPORT SI,7
8210,BALTIMORE,8040,DEEPWATER POINT,20
8210,BALTIMORE,8070,MARCUS HOOK,8
8210,BALTIMORE,8115,PAULSBORO,3
8210,BALTIMORE,8120,GLOUCESTER,14
8210,BALTIMORE,8130,CAMDEN,7
8210,BALTIMORE,8150,BRISTOL,5
8210,BALTIMORE,8210,BALTIMORE,232
8210,BALTIMORE,8245,PINEY POINT,1
8210,BALTIMORE,8280,NORFOLK,6
8210,BALTIMORE,8290,PORTSMOUTH,6
8210,BALTIMORE,8300,NEWPORT NEWS,29
8210,BALTIMORE,8430,MOREHEAD CITY,1
8210,BALTIMORE,8500,CHARLESTON,67
8210,BALTIMORE,8530,SAVANNAH,58
8210,BALTIMORE,8550,BRUNSWICK,3
8210,BALTIMORE,8610,PALM BEACH,11
8210,BALTIMORE,8630,PORT EVERGLADES,9
8210,BALTIMORE,8667,PORT MANATEE,2
8210,BALTIMORE,8670,TAMPA,9
8210,BALTIMORE,8850,GRETNA,4
8210,BALTIMORE,8860,NEW ORLEANS,1
8210,BALTIMORE,8895,CONVENT,2
8210,BALTIMORE,8920,ST ROSE,1
8210,BALTIMORE,8940,DESTREHAN,4
8210,BALTIMORE,8970,BATON ROUGE,2
8210,BALTIMORE,9080,PORT ARTHUR,3
8210,BALTIMORE,9140,BEAUMONT,3
8210,BALTIMORE,9150,GALVESTON,16
8210,BALTIMORE,9210,NORSWORTHY,1
8210,BALTIMORE,9220,PASADENA,1
8210,BALTIMORE,9230,SINCO,1
8210,BALTIMORE,9240,HOUSTON,7
8210,BALTIMORE,9250,FREEPORT,6
8210,BALTIMORE,9300,CORPUS CHRISTI,3
8210,BALTIMORE,9355,ALTAMIRA,2
8210,BALTIMORE,9380,VERACRUZ,5
8210,BALTIMORE,9985,FREEPORT,1
8210,BALTIMORE,10100,BAHAI DE LA HABANA,3
8210,BALTIMORE,11035,ANDRES (ANDRES LNG TERMINAL),1
8210,BALTIMORE,11040,SANTO DOMINGO,1
8210,BALTIMORE,11110,SAN JUAN,1
8210,BALTIMORE,11260,PLAYA DE PONCE,1
8210,BALTIMORE,11310,CHARLOTTE AMALIE,2
8210,BALTIMORE,16080,LOS ANGELES,1
8210,BALTIMORE,16120,PORT HUENEME,3
8210,BALTIMORE,16320,REDWOOD CITY,1
8210,BALTIMORE,16370,POINT RICHMOND,1
8210,BALTIMORE,16850,ASTORIA,1
8210,BALTIMORE,16920,KALAMA,1
8210,BALTIMORE,17040,WESTHAVEN COVE,1
8210,BALTIMORE,17700,TACOMA,2
8210,BALTIMORE,18100,NEW WESTMINSTER,1
8245,PINEY POINT,8210,BALTIMORE,1
8280,NORFOLK,7180,PORTSMOUTH,1
8280,NORFOLK,7810,NEWARK,92
8280,NORFOLK,7820,ELIZABETHPORT,1
8280,NORFOLK,7830,STAPLETON SI,1
8280,NORFOLK,7850,PORT RICHMOND SI,74
8280,NORFOLK,8120,GLOUCESTER,40
8280,NORFOLK,8280,NORFOLK,14
8280,NORFOLK,8290,PORTSMOUTH,3
8280,NORFOLK,8300,NEWPORT NEWS,2
8280,NORFOLK,8430,MOREHEAD CITY,2
8280,NORFOLK,8500,CHARLESTON,3
8280,NORFOLK,8530,SAVANNAH,1
8280,NORFOLK,8560,FERNANDINA BEACH,1
8280,NORFOLK,8800,GULFPORT,1
8280,NORFOLK,9140,BEAUMONT,2
8280,NORFOLK,9230,SINCO,2
8280,NORFOLK,9300,CORPUS CHRISTI,1
8280,NORFOLK,9310,PORT ARANSAS,1
8280,NORFOLK,9985,FREEPORT,5
8280,NORFOLK,11035,ANDRES (ANDRES LNG TERMINAL),3
8280,NORFOLK,17700,TACOMA,1
8280,NORFOLK,18150,VANCOUVER,1
8280,NORFOLK,18680,ESQUIMALT HARBOR,1
8290,PORTSMOUTH,2210,TROIS RIVIERES,1
8290,PORTSMOUTH,2235,MONTREAL,1
8290,PORTSMOUTH,3490,CLEVELAND,1
8290,PORTSMOUTH,6550,ST JOHN,1
8290,PORTSMOUTH,7420,PROVIDENCE,2
8290,PORTSMOUTH,7630,BROOKLYN,1
8290,PORTSMOUTH,7720,ALBANY,1
8290,PORTSMOUTH,7810,NEWARK,2
8290,PORTSMOUTH,7830,STAPLETON SI,1
8290,PORTSMOUTH,8040,DEEPWATER POINT,2
8290,PORTSMOUTH,8070,MARCUS HOOK,1
8290,PORTSMOUTH,8130,CAMDEN,1
8290,PORTSMOUTH,8210,BALTIMORE,1
8290,PORTSMOUTH,8280,NORFOLK,2
8290,PORTSMOUTH,8290,PORTSMOUTH,15
8290,PORTSMOUTH,8300,NEWPORT NEWS,7
8290,PORTSMOUTH,8430,MOREHEAD CITY,1
8290,PORTSMOUTH,8550,BRUNSWICK,1
8290,PORTSMOUTH,8630,PORT EVERGLADES,1
8290,PORTSMOUTH,8667,PORT MANATEE,2
8290,PORTSMOUTH,8670,TAMPA,5
8290,PORTSMOUTH,8895,CONVENT,1
8290,PORTSMOUTH,8920,ST ROSE,1
8290,PORTSMOUTH,8930,RESERVE,3
8290,PORTSMOUTH,9080,PORT ARTHUR,2
8290,PORTSMOUTH,9150,GALVESTON,1
8290,PORTSMOUTH,9300,CORPUS CHRISTI,1
8290,PORTSMOUTH,9340,BROWNSVILLE,1
8290,PORTSMOUTH,9355,ALTAMIRA,1
8290,PORTSMOUTH,9380,VERACRUZ,1
8290,PORTSMOUTH,10100,BAHAI DE LA HABANA,1
8290,PORTSMOUTH,11030,SAN PEDRO DE MACORIS,1
8290,PORTSMOUTH,11045,PUERTO DE HAINA,2
8290,PORTSMOUTH,11110,SAN JUAN,1
8290,PORTSMOUTH,18100,NEW WESTMINSTER,1
8290,PORTSMOUTH,18150,VANCOUVER,1
8290,PORTSMOUTH,18950,PRINCE RUPERT,1
8300,NEWPORT NEWS,7180,PORTSMOUTH,1
8300,NEWPORT NEWS,7250,BOSTON,1
8300,NEWPORT NEWS,7420,PROVIDENCE,1
8300,NEWPORT NEWS,7810,NEWARK,70
8300,NEWPORT NEWS,8040,DEEPWATER POINT,3
8300,NEWPORT NEWS,8120,GLOUCESTER,4
8300,NEWPORT NEWS,8150,BRISTOL,1
8300,NEWPORT NEWS,8210,BALTIMORE,33
8300,NEWPORT NEWS,8280,NORFOLK,3
8300,NEWPORT NEWS,8290,PORTSMOUTH,8
8300,NEWPORT NEWS,8300,NEWPORT NEWS,60
8300,NEWPORT NEWS,8430,MOREHEAD CITY,1
8300,NEWPORT NEWS,8530,SAVANNAH,1
8300,NEWPORT NEWS,8550,BRUNSWICK,3
8300,NEWPORT NEWS,8630,PORT EVERGLADES,2
8300,NEWPORT NEWS,8667,PORT MANATEE,3
8300,NEWPORT NEWS,8670,TAMPA,3
8300,NEWPORT NEWS,8830,PORT SULPHUR,2
8300,NEWPORT NEWS,8895,CONVENT,5
8300,NEWPORT NEWS,8920,ST ROSE,1
8300,NEWPORT NEWS,8930,RESERVE,5
8300,NEWPORT NEWS,8940,DESTREHAN,3
8300,NEWPORT NEWS,8970,BATON ROUGE,1
8300,NEWPORT NEWS,9030,HAYMARK TERMINAL,1
8300,NEWPORT NEWS,9080,PORT ARTHUR,1
8300,NEWPORT NEWS,9140,BEAUMONT,1
8300,NEWPORT NEWS,9210,NORSWORTHY,1
8300,NEWPORT NEWS,9220,PASADENA,1
8300,NEWPORT NEWS,9230,SINCO,2
8300,NEWPORT NEWS,9340,BROWNSVILLE,1
8300,NEWPORT NEWS,11260,PLAYA DE PONCE,1
8300,NEWPORT NEWS,16070,LONG BEACH,1
8300,NEWPORT NEWS,16520,STOCKTON,1
8300,NEWPORT NEWS,16850,ASTORIA,2
8300,NEWPORT NEWS,16890,RAINIER,1
8300,NEWPORT NEWS,16920,KALAMA,1
8300,NEWPORT NEWS,18150,VANCOUVER,4
8430,MOREHEAD CITY,2220,SOREL,1
8430,MOREHEAD CITY,2235,MONTREAL,2
8430,MOREHEAD CITY,7640,NEW YORK CITY,1
8430,MOREHEAD CITY,7790,BAYONNE,4
8430,MOREHEAD CITY,7830,STAPLETON SI,1
8430,MOREHEAD CITY,8050,WILMINGTON,1
8430,MOREHEAD CITY,8120,GLOUCESTER,1
8430,MOREHEAD CITY,8130,CAMDEN,1
8430,MOREHEAD CITY,8290,PORTSMOUTH,1
8430,MOREHEAD CITY,8300,NEWPORT NEWS,2
8430,MOREHEAD CITY,8430,MOREHEAD CITY,9
8430,MOREHEAD CITY,8530,SAVANNAH,1
8430,MOREHEAD CITY,8580,JACKSONVILLE,1
8430,MOREHEAD CITY,8610,PALM BEACH,1
8430,MOREHEAD CITY,8630,PORT EVERGLADES,1
8430,MOREHEAD CITY,8667,PORT MANATEE,1
8430,MOREHEAD CITY,8670,TAMPA,5
8430,MOREHEAD CITY,8850,GRETNA,1
8430,MOREHEAD CITY,8920,ST ROSE,2
8430,MOREHEAD CITY,8930,RESERVE,1
8430,MOREHEAD CITY,8940,DESTREHAN,2
8430,MOREHEAD CITY,9080,PORT ARTHUR,4
8430,MOREHEAD CITY,9150,GALVESTON,9
8430,MOREHEAD CITY,9210,NORSWORTHY,3
8430,MOREHEAD CITY,9230,SINCO,2
8430,MOREHEAD CITY,9300,CORPUS CHRISTI,5
8430,MOREHEAD CITY,9380,VERACRUZ,2
8430,MOREHEAD CITY,11260,PLAYA DE PONCE,1
8470,WILMINGTON,8500,CHARLESTON,1
8470,WILMINGTON,8530,SAVANNAH,1
8500,CHARLESTON,3050,HAMILTON,1
8500,CHARLESTON,3060,PORT DALHOUSIE,1
8500,CHARLESTON,3490,CLEVELAND,1
8500,CHARLESTON,7440,DAVISVILLE DEPOT,1
8500,CHARLESTON,7720,ALBANY,4
8500,CHARLESTON,7810,NEWARK,23
8500,CHARLESTON,8040,DEEPWATER POINT,1
8500,CHARLESTON,8050,WILMINGTON,1
8500,CHARLESTON,8120,GLOUCESTER,3
8500,CHARLESTON,8210,BALTIMORE,49
8500,CHARLESTON,8280,NORFOLK,3
8500,CHARLESTON,8300,NEWPORT NEWS,8
8500,CHARLESTON,8430,MOREHEAD CITY,2
8500,CHARLESTON,8500,CHARLESTON,15
8500,CHARLESTON,8530,SAVANNAH,8
8500,CHARLESTON,8610,PALM BEACH,1
8500,CHARLESTON,8850,GRETNA,2
8500,CHARLESTON,8860,NEW ORLEANS,1
8500,CHARLESTON,8940,DESTREHAN,1
8500,CHARLESTON,9040,LAKE CHARLES,1
8500,CHARLESTON,9080,PORT ARTHUR,3
8500,CHARLESTON,9140,BEAUMONT,6
8500,CHARLESTON,9150,GALVESTON,17
8500,CHARLESTON,9210,NORSWORTHY,1
8500,CHARLESTON,9230,SINCO,3
8500,CHARLESTON,9250,FREEPORT,2
8500,CHARLESTON,9300,CORPUS CHRISTI,2
8500,CHARLESTON,9380,VERACRUZ,1
8500,CHARLESTON,9985,FREEPORT,2
8500,CHARLESTON,16080,LOS ANGELES,2
8500,CHARLESTON,16120,PORT HUENEME,17
8500,CHARLESTON,16370,POINT RICHMOND,1
8500,CHARLESTON,16480,MARTINEZ,5
8500,CHARLESTON,17790,EVERETT,1
8500,CHARLESTON,18100,NEW WESTMINSTER,3
8500,CHARLESTON,18150,VANCOUVER,1
8530,SAVANNAH,5210,THUNDER BAY,1
8530,SAVANNAH,6550,ST JOHN,1
8530,SAVANNAH,6600,EASTPORT,8
8530,SAVANNAH,7380,NEWPORT,1
8530,SAVANNAH,7420,PROVIDENCE,1
8530,SAVANNAH,7720,ALBANY,1
8530,SAVANNAH,7790,BAYONNE,1
8530,SAVANNAH,7810,NEWARK,11
8530,SAVANNAH,7850,PORT RICHMOND SI,3
8530,SAVANNAH,7870,GULFPORT SI,14
8530,SAVANNAH,8080,CHESTER,1
8530,SAVANNAH,8120,GLOUCESTER,2
8530,SAVANNAH,8130,CAMDEN,4
8530,SAVANNAH,8210,BALTIMORE,24
8530,SAVANNAH,8280,NORFOLK,3
8530,SAVANNAH,8290,PORTSMOUTH,1
8530,SAVANNAH,8300,NEWPORT NEWS,32
8530,SAVANNAH,8430,MOREHEAD CITY,4
8530,SAVANNAH,8500,CHARLESTON,3
8530,SAVANNAH,8530,SAVANNAH,38
8530,SAVANNAH,8550,BRUNSWICK,4
8530,SAVANNAH,8560,FERNANDINA BEACH,6
8530,SAVANNAH,8610,PALM BEACH,2
8530,SAVANNAH,8630,PORT EVERGLADES,7
8530,SAVANNAH,8667,PORT MANATEE,2
8530,SAVANNAH,8670,TAMPA,7
8530,SAVANNAH,8850,GRETNA,8
8530,SAVANNAH,8895,CONVENT,2
8530,SAVANNAH,8920,ST ROSE,2
8530,SAVANNAH,8930,RESERVE,1
8530,SAVANNAH,8940,DESTREHAN,4
8530,SAVANNAH,8970,BATON ROUGE,1
8530,SAVANNAH,9040,LAKE CHARLES,4
8530,SAVANNAH,9080,PORT ARTHUR,1
8530,SAVANNAH,9140,BEAUMONT,6
8530,SAVANNAH,9150,GALVESTON,4
8530,SAVANNAH,9210,NORSWORTHY,3
8530,SAVANNAH,9220,PASADENA,1
8530,SAVANNAH,9230,SINCO,4
8530,SAVANNAH,9240,HOUSTON,18
8530,SAVANNAH,9250,FREEPORT,2
8530,SAVANNAH,9300,CORPUS CHRISTI,5
8530,SAVANNAH,9355,ALTAMIRA,1
8530,SAVANNAH,9360,TAMPICO,1
8530,SAVANNAH,9380,VERACRUZ,3
8530,SAVANNAH,11045,PUERTO DE HAINA,2
8530,SAVANNAH,11310,CHARLOTTE AMALIE,4
8530,SAVANNAH,11336,PORT ALUCROIX,2
8530,SAVANNAH,15990,ENSENADA,1
8530,SAVANNAH,16080,LOS ANGELES,2
8530,SAVANNAH,16120,PORT HUENEME,3
8530,SAVANNAH,16850,ASTORIA,1
8530,SAVANNAH,18525,HARMAC,1
8530,SAVANNAH,18680,ESQUIMALT HARBOR,1
8550,BRUNSWICK,3490,CLEVELAND,2
8550,BRUNSWICK,6600,EASTPORT,1
8550,BRUNSWICK,7500,NEW LONDON,1
8550,BRUNSWICK,7720,ALBANY,1
8550,BRUNSWICK,8080,CHESTER,1
8550,BRUNSWICK,8120,GLOUCESTER,1
8550,BRUNSWICK,8290,PORTSMOUTH,4
8550,BRUNSWICK,8300,NEWPORT NEWS,2
8550,BRUNSWICK,8430,MOREHEAD CITY,2
8550,BRUNSWICK,8530,SAVANNAH,1
8550,BRUNSWICK,8550,BRUNSWICK,16
8550,BRUNSWICK,8667,PORT MANATEE,1
8550,BRUNSWICK,8750,PANAMA CITY,1
8550,BRUNSWICK,8895,CONVENT,2
8550,BRUNSWICK,8940,DESTREHAN,1
8550,BRUNSWICK,9140,BEAUMONT,1
8550,BRUNSWICK,9240,HOUSTON,2
8550,BRUNSWICK,9250,FREEPORT,1
8550,BRUNSWICK,9340,BROWNSVILLE,4
8550,BRUNSWICK,9355,ALTAMIRA,2
8550,BRUNSWICK,9380,VERACRUZ,2
8550,BRUNSWICK,9990,NASSAU,1
8550,BRUNSWICK,11045,PUERTO DE HAINA,1
8560,FERNANDINA BEACH,7370,NEW BEDFORD,1
8560,FERNANDINA BEACH,8120,GLOUCESTER,6
8560,FERNANDINA BEACH,8300,NEWPORT NEWS,1
8560,FERNANDINA BEACH,8530,SAVANNAH,6
8560,FERNANDINA BEACH,8560,FERNANDINA BEACH,35
8560,FERNANDINA BEACH,8630,PORT EVERGLADES,2
8560,FERNANDINA BEACH,8670,TAMPA,2
8560,FERNANDINA BEACH,11030,SAN PEDRO DE MACORIS,1
8560,FERNANDINA BEACH,11035,ANDRES (ANDRES LNG TERMINAL),2
8560,FERNANDINA BEACH,11045,PUERTO DE HAINA,2
8560,FERNANDINA BEACH,11110,SAN JUAN,1
8560,FERNANDINA BEACH,11310,CHARLOTTE AMALIE,1
8560,FERNANDINA BEACH,16080,LOS ANGELES,1
8570,MAYPORT,8570,MAYPORT,122
8570,MAYPORT,8670,TAMPA,1
8570,MAYPORT,17790,EVERETT,1
8580,JACKSONVILLE,8300,NEWPORT NEWS,1
8580,JACKSONVILLE,8580,JACKSONVILLE,10
8580,JACKSONVILLE,8630,PORT EVERGLADES,2
8580,JACKSONVILLE,9985,FREEPORT,1
8580,JACKSONVILLE,9990,NASSAU,2
8610,PALM BEACH,7380,NEWPORT,1
8610,PALM BEACH,8080,CHESTER,3
8610,PALM BEACH,8120,GLOUCESTER,1
8610,PALM BEACH,8210,BALTIMORE,1
8610,PALM BEACH,8500,CHARLESTON,1
8610,PALM BEACH,8530,SAVANNAH,2
8610,PALM BEACH,8580,JACKSONVILLE,1
8610,PALM BEACH,8610,PALM BEACH,601
8610,PALM BEACH,8630,PORT EVERGLADES,7
8610,PALM BEACH,8667,PORT MANATEE,1
8610,PALM BEACH,8760,PENSACOLA,1
8610,PALM BEACH,8780,PASCAGOULA,1
8610,PALM BEACH,9040,LAKE CHARLES,1
8610,PALM BEACH,9230,SINCO,3
8610,PALM BEACH,9240,HOUSTON,3
8610,PALM BEACH,9250,FREEPORT,2
8610,PALM BEACH,9360,TAMPICO,1
8610,PALM BEACH,9985,FREEPORT,13
8610,PALM BEACH,9990,NASSAU,21
8610,PALM BEACH,11035,ANDRES (ANDRES LNG TERMINAL),1
8610,PALM BEACH,11310,CHARLOTTE AMALIE,78
8610,PALM BEACH,11335,LIMETREE BAY,54
8610,PALM BEACH,11336,PORT ALUCROIX,1
8610,PALM BEACH,11350,ROAD HARBOR,2
8610,PALM BEACH,11370,PHILLIPSBURG,3
8610,PALM BEACH,15990,ENSENADA,3
8610,PALM BEACH,18520,NANAIMO,1
8610,PALM BEACH,18670,VICTORIA HARBOR,1
8630,PORT EVERGLADES,3050,HAMILTON,1
8630,PORT EVERGLADES,6550,ST JOHN,1
8630,PORT EVERGLADES,7370,NEW BEDFORD,1
8630,PORT EVERGLADES,7790,BAYONNE,3
8630,PORT EVERGLADES,7820,ELIZABETHPORT,3
8630,PORT EVERGLADES,7830,STAPLETON SI,2
8630,PORT EVERGLADES,7870,GULFPORT SI,1
8630,PORT EVERGLADES,8040,DEEPWATER POINT,2
8630,PORT EVERGLADES,8080,CHESTER,9
8630,PORT EVERGLADES,8120,GLOUCESTER,4
8630,PORT EVERGLADES,8210,BALTIMORE,9
8630,PORT EVERGLADES,8290,PORTSMOUTH,1
8630,PORT EVERGLADES,8430,MOREHEAD CITY,2
8630,PORT EVERGLADES,8500,CHARLESTON,2
8630,PORT EVERGLADES,8530,SAVANNAH,3
8630,PORT EVERGLADES,8560,FERNANDINA BEACH,2
8630,PORT EVERGLADES,8610,PALM BEACH,9
8630,PORT EVERGLADES,8630,PORT EVERGLADES,577
8630,PORT EVERGLADES,8640,MIAMI,38
8630,PORT EVERGLADES,8667,PORT MANATEE,3
8630,PORT EVERGLADES,8670,TAMPA,9
8630,PORT EVERGLADES,8780,PASCAGOULA,3
8630,PORT EVERGLADES,8790,BILOXI,1
8630,PORT EVERGLADES,8800,GULFPORT,1
8630,PORT EVERGLADES,8850,GRETNA,3
8630,PORT EVERGLADES,8860,NEW ORLEANS,3
8630,PORT EVERGLADES,8895,CONVENT,1
8630,PORT EVERGLADES,8920,ST ROSE,1
8630,PORT EVERGLADES,8930,RESERVE,1
8630,PORT EVERGLADES,8940,DESTREHAN,5
8630,PORT EVERGLADES,8970,BATON ROUGE,1
8630,PORT EVERGLADES,9140,BEAUMONT,4
8630,PORT EVERGLADES,9160,TEXAS CITY,1
8630,PORT EVERGLADES,9210,NORSWORTHY,8
8630,PORT EVERGLADES,9230,SINCO,9
8630,PORT EVERGLADES,9240,HOUSTON,3
8630,PORT EVERGLADES,9250,FREEPORT,1
8630,PORT EVERGLADES,9300,CORPUS CHRISTI,3
8630,PORT EVERGLADES,9340,BROWNSVILLE,2
8630,PORT EVERGLADES,9380,VERACRUZ,2
8630,PORT EVERGLADES,9985,FREEPORT,4
8630,PORT EVERGLADES,9990,NASSAU,5
8630,PORT EVERGLADES,10090,MARIEL,2
8630,PORT EVERGLADES,11035,ANDRES (ANDRES LNG TERMINAL),1
8630,PORT EVERGLADES,11040,SANTO DOMINGO,1
8630,PORT EVERGLADES,11045,PUERTO DE HAINA,3
8630,PORT EVERGLADES,11260,PLAYA DE PONCE,1
8630,PORT EVERGLADES,11270,PLAYA DE GUAYANILLA,1
8630,PORT EVERGLADES,11310,CHARLOTTE AMALIE,19
8630,PORT EVERGLADES,11335,LIMETREE BAY,2
8630,PORT EVERGLADES,11336,PORT ALUCROIX,1
8630,PORT EVERGLADES,11350,ROAD HARBOR,1
8630,PORT EVERGLADES,11370,PHILLIPSBURG,7
8630,PORT EVERGLADES,15990,ENSENADA,8
8630,PORT EVERGLADES,16120,PORT HUENEME,1
8630,PORT EVERGLADES,16330,ALAMEDA,1
8630,PORT EVERGLADES,16480,MARTINEZ,1
8630,PORT EVERGLADES,18670,VICTORIA HARBOR,1
8640,MIAMI,7640,NEW YORK CITY,3
8640,MIAMI,7850,PORT RICHMOND SI,1
8640,MIAMI,8080,CHESTER,2
8640,MIAMI,8630,PORT EVERGLADES,37
8640,MIAMI,8640,MIAMI,428
8640,MIAMI,8670,TAMPA,3
8640,MIAMI,9985,FREEPORT,3
8640,MIAMI,11045,PUERTO DE HAINA,8
8660,KEY WEST,8800,GULFPORT,1
8667,PORT MANATEE,8040,DEEPWATER POINT,1
8667,PORT MANATEE,8050,WILMINGTON,1
8667,PORT MANATEE,8120,GLOUCESTER,49
8667,PORT MANATEE,8210,BALTIMORE,1
8667,PORT MANATEE,8290,PORTSMOUTH,1
8667,PORT MANATEE,8300,NEWPORT NEWS,1
8667,PORT MANATEE,8430,MOREHEAD CITY,1
8667,PORT MANATEE,8500,CHARLESTON,1
8667,PORT MANATEE,8530,SAVANNAH,2
8667,PORT MANATEE,8630,PORT EVERGLADES,1
8667,PORT MANATEE,8667,PORT MANATEE,60
8667,PORT MANATEE,8670,TAMPA,11
8667,PORT MANATEE,8750,PANAMA CITY,1
8667,PORT MANATEE,8860,NEW ORLEANS,1
8667,PORT MANATEE,8930,RESERVE,1
8667,PORT MANATEE,8940,DESTREHAN,4
8667,PORT MANATEE,9040,LAKE CHARLES,14
8667,PORT MANATEE,9080,PORT ARTHUR,1
8667,PORT MANATEE,9150,GALVESTON,2
8667,PORT MANATEE,9210,NORSWORTHY,1
8667,PORT MANATEE,9230,SINCO,2
8667,PORT MANATEE,9240,HOUSTON,2
8667,PORT MANATEE,9250,FREEPORT,1
8667,PORT MANATEE,9310,PORT ARANSAS,1
8667,PORT MANATEE,9340,BROWNSVILLE,1
8667,PORT MANATEE,9355,ALTAMIRA,1
8667,PORT MANATEE,9380,VERACRUZ,3
8667,PORT MANATEE,9985,FREEPORT,4
8667,PORT MANATEE,11040,SANTO DOMINGO,1
8667,PORT MANATEE,11045,PUERTO DE HAINA,1
8667,PORT MANATEE,11110,SAN JUAN,1
8667,PORT MANATEE,16520,STOCKTON,1
8667,PORT MANATEE,18150,VANCOUVER,1
8670,TAMPA,3050,HAMILTON,1
8670,TAMPA,6550,ST JOHN,2
8670,TAMPA,7810,NEWARK,1
8670,TAMPA,8070,MARCUS HOOK,1
8670,TAMPA,8120,GLOUCESTER,2
8670,TAMPA,8210,BALTIMORE,8
8670,TAMPA,8290,PORTSMOUTH,3
8670,TAMPA,8300,NEWPORT NEWS,2
8670,TAMPA,8430,MOREHEAD CITY,1
8670,TAMPA,8530,SAVANNAH,5
8670,TAMPA,8550,BRUNSWICK,2
8670,TAMPA,8560,FERNANDINA BEACH,1
8670,TAMPA,8630,PORT EVERGLADES,2
8670,TAMPA,8667,PORT MANATEE,13
8670,TAMPA,8670,TAMPA,141
8670,TAMPA,8680,ST PETERSBURG,1
8670,TAMPA,8780,PASCAGOULA,3
8670,TAMPA,8800,GULFPORT,1
8670,TAMPA,8850,GRETNA,11
8670,TAMPA,8860,NEW ORLEANS,1
8670,TAMPA,8895,CONVENT,4
8670,TAMPA,8920,ST ROSE,6
8670,TAMPA,8930,RESERVE,5
8670,TAMPA,8940,DESTREHAN,21
8670,TAMPA,9040,LAKE CHARLES,4
8670,TAMPA,9080,PORT ARTHUR,2
8670,TAMPA,9100,PORT NECHES,1
8670,TAMPA,9140,BEAUMONT,1
8670,TAMPA,9150,GALVESTON,1
8670,TAMPA,9160,TEXAS CITY,1
8670,TAMPA,9210,NORSWORTHY,13
8670,TAMPA,9230,SINCO,5
8670,TAMPA,9240,HOUSTON,22
8670,TAMPA,9250,FREEPORT,3
8670,TAMPA,9300,CORPUS CHRISTI,1
8670,TAMPA,9340,BROWNSVILLE,4
8670,TAMPA,9355,ALTAMIRA,2
8670,TAMPA,9380,VERACRUZ,4
8670,TAMPA,9985,FREEPORT,7
8670,TAMPA,10100,BAHAI DE LA HABANA,1
8670,TAMPA,11030,SAN PEDRO DE MACORIS,2
8670,TAMPA,11035,ANDRES (ANDRES LNG TERMINAL),7
8670,TAMPA,11045,PUERTO DE HAINA,1
8670,TAMPA,11110,SAN JUAN,1
8670,TAMPA,16310,YERBABUENA ISLAND,1
8670,TAMPA,16320,REDWOOD CITY,1
8670,TAMPA,16440,CROCKETT,1
8670,TAMPA,16510,PITTSBURG,2
8670,TAMPA,16950,VANCOUVER,1
8670,TAMPA,18150,VANCOUVER,1
8680,ST PETERSBURG,8670,TAMPA,1
8750,PANAMA CITY,8530,SAVANNAH,12
8750,PANAMA CITY,8550,BRUNSWICK,13
8750,PANAMA CITY,8750,PANAMA CITY,1
8760,PENSACOLA,8530,SAVANNAH,1
8760,PENSACOLA,8610,PALM BEACH,1
8760,PENSACOLA,8670,TAMPA,1
8760,PENSACOLA,9040,LAKE CHARLES,1
8760,PENSACOLA,9150,GALVESTON,1
8760,PENSACOLA,9210,NORSWORTHY,1
8760,PENSACOLA,9340,BROWNSVILLE,1
8760,PENSACOLA,9360,TAMPICO,1
8760,PENSACOLA,9985,FREEPORT,2
8780,PASCAGOULA,8040,DEEPWATER POINT,1
8780,PASCAGOULA,8530,SAVANNAH,2
8780,PASCAGOULA,8560,FERNANDINA BEACH,1
8780,PASCAGOULA,8610,PALM BEACH,2
8780,PASCAGOULA,8630,PORT EVERGLADES,1
8780,PASCAGOULA,8670,TAMPA,2
